variant,formation,skip,topn,weighting,era,total_return,cagr,sharpe,max_dd,bh_return,bh_max_dd,trades_per_yr,verdict,flags
172,252,0,2,IV,2000-2009,0.4341416070022428,0.03678889103555627,0.15363758255628357,-0.4288556456851368,0.3794910050322349,-0.5260784400875742,12.02385685884692,PASS,
173,252,0,2,IV,2010-2022,2.781362786093183,0.10790471340408847,0.6175916998162831,-0.31499119329493586,3.4266694066237253,-0.34611039927581466,12.018343014368696,FAIL,
174,252,0,3,EW,2000-2009,0.27358521582850104,0.024527644254683567,0.09383155875292609,-0.4466099952856475,0.3794910050322349,-0.5260784400875742,8.516898608349901,FAIL,
175,252,0,3,EW,2010-2022,3.1901752735713833,0.11670170386869216,0.6828576324591479,-0.28333639479838824,3.4266694066237253,-0.34611039927581466,6.548456129623968,FAIL,
176,252,0,3,IV,2000-2009,0.035231923404210885,0.0034754574590827314,-0.009982657719665172,-0.4548777775397299,0.3794910050322349,-0.5260784400875742,12.02385685884692,FAIL,
177,252,0,3,IV,2010-2022,2.8879442077256336,0.11027975290739334,0.6624452157788225,-0.2782510400366789,3.4266694066237253,-0.34611039927581466,12.018343014368696,FAIL,
178,252,21,1,EW,2000-2009,0.16115657445554588,0.015083992817879643,0.10704534947240442,-0.5666785367508047,0.3794910050322349,-0.5260784400875742,3.6071570576540757,FAIL,
179,252,21,1,EW,2010-2022,3.9980753151152477,0.13197341899904802,0.6329145657841679,-0.30721338374192564,3.4266694066237253,-0.34611039927581466,4.083154998471416,PASS,
180,252,21,1,IV,2000-2009,0.16115657445554588,0.015083992817879643,0.10704534947240442,-0.5666785367508047,0.3794910050322349,-0.5260784400875742,3.6071570576540757,FAIL,
181,252,21,1,IV,2010-2022,3.9980753151152477,0.13197341899904802,0.6329145657841679,-0.30721338374192564,3.4266694066237253,-0.34611039927581466,4.083154998471416,PASS,
182,252,21,2,EW,2000-2009,0.6954303200448184,0.05432274829153294,0.22920839183332734,-0.45375550042255985,0.3794910050322349,-0.5260784400875742,5.7113320079522865,PASS,
183,252,21,2,EW,2010-2022,3.774062218045719,0.12798152265592178,0.6929894893684675,-0.3247618490878712,3.4266694066237253,-0.34611039927581466,6.009171507184348,PASS,
184,252,21,2,IV,2000-2009,0.6000929959918833,0.048226435161041525,0.2035322962262075,-0.44157953945370754,0.3794910050322349,-0.5260784400875742,11.923658051689861,PASS,
185,252,21,2,IV,2010-2022,3.5798533009453095,0.12437826323888368,0.6849831705363847,-0.3278894959659011,3.4266694066237253,-0.34611039927581466,12.018343014368696,PASS,
186,252,21,3,EW,2000-2009,0.511919509438004,0.0422899703413262,0.17670085979998282,-0.48145580615830896,0.3794910050322349,-0.5260784400875742,8.516898608349901,PASS,
187,252,21,3,EW,2010-2022,3.8987670984347504,0.13022456471242516,0.7429616584070158,-0.2984730484094077,3.4266694066237253,-0.34611039927581466,6.317334148578417,PASS,
188,252,21,3,IV,2000-2009,0.3126757839377219,0.02763582939210152,0.10767817968537559,-0.4643157886022957,0.3794910050322349,-0.5260784400875742,11.923658051689861,FAIL,
189,252,21,3,IV,2010-2022,3.6193754776006797,0.12512282082871762,0.7298207800433383,-0.29524100498245376,3.4266694066237253,-0.34611039927581466,12.018343014368696,PASS,
